score_type,tier,attack_pct,k,n_targeted,n_attacked,restoration_rate,asr_after,asr_before
Score 1,structural,10,1,205,205,0.0,1.0,1.0
Score 1,structural,10,2,205,205,0.0,1.0,1.0
Score 1,structural,10,3,205,205,0.0,1.0,1.0
Score 1,structural,10,5,205,205,0.0,1.0,1.0
Score 1,structural,10,10,205,205,0.0,1.0,1.0
Score 1,structural,10,15,205,205,0.0,1.0,1.0
Score 1,structural,10,20,205,205,0.0,1.0,1.0
Score 1,structural,10,30,205,205,0.0,1.0,1.0
Score 1,structural,10,40,205,205,0.0,1.0,1.0
Score 1,structural,10,50,205,205,0.0,1.0,1.0
Score 1,structural,10,57,205,205,0.0,1.0,1.0
Score 1,noisy,10,1,205,199,0.12562814070351758,0.8743718592964824,0.9707317073170731
Score 1,noisy,10,2,205,199,0.09045226130653267,0.9095477386934674,0.9707317073170731
Score 1,noisy,10,3,205,199,0.09547738693467336,0.9045226130653267,0.9707317073170731
Score 1,noisy,10,5,205,199,0.10050251256281408,0.8994974874371859,0.9707317073170731
Score 1,noisy,10,10,205,199,0.11055276381909548,0.8894472361809045,0.9707317073170731
Score 1,noisy,10,15,205,199,0.08040201005025126,0.9195979899497487,0.9707317073170731
Score 1,noisy,10,20,205,199,0.07537688442211055,0.9246231155778895,0.9707317073170731
Score 1,noisy,10,30,205,199,0.020100502512562814,0.9798994974874372,0.9707317073170731
Score 1,noisy,10,40,205,199,0.005025125628140704,0.9949748743718593,0.9707317073170731
Score 1,noisy,10,50,205,199,0.005025125628140704,0.9949748743718593,0.9707317073170731
Score 1,noisy,10,57,205,199,0.0,1.0,0.9707317073170731
Score 1,structural,20,1,411,411,0.0,1.0,1.0
Score 1,structural,20,2,411,411,0.0,1.0,1.0
Score 1,structural,20,3,411,411,0.0,1.0,1.0
Score 1,structural,20,5,411,411,0.0,1.0,1.0
Score 1,structural,20,10,411,411,0.0,1.0,1.0
Score 1,structural,20,15,411,411,0.0,1.0,1.0
Score 1,structural,20,20,411,411,0.0,1.0,1.0
Score 1,structural,20,30,411,411,0.0,1.0,1.0
Score 1,structural,20,40,411,411,0.0,1.0,1.0
Score 1,structural,20,50,411,411,0.0,1.0,1.0
Score 1,structural,20,57,411,411,0.0,1.0,1.0
Score 1,noisy,20,1,411,405,0.1259259259259259,0.8740740740740741,0.9854014598540146
Score 1,noisy,20,2,411,405,0.09382716049382717,0.9061728395061728,0.9854014598540146
Score 1,noisy,20,3,411,405,0.09876543209876543,0.9012345679012346,0.9854014598540146
Score 1,noisy,20,5,411,405,0.09382716049382717,0.9061728395061728,0.9854014598540146
Score 1,noisy,20,10,411,405,0.05432098765432099,0.945679012345679,0.9854014598540146
Score 1,noisy,20,15,411,405,0.03950617283950617,0.9604938271604938,0.9854014598540146
Score 1,noisy,20,20,411,405,0.037037037037037035,0.962962962962963,0.9854014598540146
Score 1,noisy,20,30,411,405,0.009876543209876543,0.9901234567901235,0.9854014598540146
Score 1,noisy,20,40,411,405,0.0024691358024691358,0.9975308641975309,0.9854014598540146
Score 1,noisy,20,50,411,405,0.0024691358024691358,0.9975308641975309,0.9854014598540146
Score 1,noisy,20,57,411,405,0.0,1.0,0.9854014598540146
Score 1,structural,30,1,617,617,0.03079416531604538,0.9692058346839546,1.0
Score 1,structural,30,2,617,617,0.0,1.0,1.0
Score 1,structural,30,3,617,617,0.0,1.0,1.0
Score 1,structural,30,5,617,617,0.0,1.0,1.0
Score 1,structural,30,10,617,617,0.0,1.0,1.0
Score 1,structural,30,15,617,617,0.0,1.0,1.0
Score 1,structural,30,20,617,617,0.0,1.0,1.0
Score 1,structural,30,30,617,617,0.0,1.0,1.0
Score 1,structural,30,40,617,617,0.0,1.0,1.0
Score 1,structural,30,50,617,617,0.0,1.0,1.0
Score 1,structural,30,57,617,617,0.0,1.0,1.0
Score 1,noisy,30,1,617,611,0.16202945990180032,0.8379705400981997,0.9902755267423015
Score 1,noisy,30,2,617,611,0.07201309328968904,0.9279869067103109,0.9902755267423015
Score 1,noisy,30,3,617,611,0.08346972176759411,0.9165302782324058,0.9902755267423015
Score 1,noisy,30,5,617,611,0.07692307692307693,0.9230769230769231,0.9902755267423015
Score 1,noisy,30,10,617,611,0.03600654664484452,0.9639934533551555,0.9902755267423015
Score 1,noisy,30,15,617,611,0.02618657937806874,0.9738134206219312,0.9902755267423015
Score 1,noisy,30,20,617,611,0.024549918166939442,0.9754500818330606,0.9902755267423015
Score 1,noisy,30,30,617,611,0.006546644844517185,0.9934533551554828,0.9902755267423015
Score 1,noisy,30,40,617,611,0.0016366612111292963,0.9983633387888707,0.9902755267423015
Score 1,noisy,30,50,617,611,0.0016366612111292963,0.9983633387888707,0.9902755267423015
Score 1,noisy,30,57,617,611,0.0,1.0,0.9902755267423015
Score 1,structural,40,1,822,822,0.07177615571776155,0.9282238442822385,1.0
Score 1,structural,40,2,822,822,0.0,1.0,1.0
Score 1,structural,40,3,822,822,0.0,1.0,1.0
Score 1,structural,40,5,822,822,0.0,1.0,1.0
Score 1,structural,40,10,822,822,0.0,1.0,1.0
Score 1,structural,40,15,822,822,0.0,1.0,1.0
Score 1,structural,40,20,822,822,0.0,1.0,1.0
Score 1,structural,40,30,822,822,0.0,1.0,1.0
Score 1,structural,40,40,822,822,0.0,1.0,1.0
Score 1,structural,40,50,822,822,0.0,1.0,1.0
Score 1,structural,40,57,822,822,0.0,1.0,1.0
Score 1,noisy,40,1,822,816,0.18259803921568626,0.8174019607843137,0.9927007299270073
Score 1,noisy,40,2,822,816,0.05392156862745098,0.946078431372549,0.9927007299270073
Score 1,noisy,40,3,822,816,0.0625,0.9375,0.9927007299270073
Score 1,noisy,40,5,822,816,0.05759803921568627,0.9424019607843137,0.9927007299270073
Score 1,noisy,40,10,822,816,0.02696078431372549,0.9730392156862745,0.9927007299270073
Score 1,noisy,40,15,822,816,0.0196078431372549,0.9803921568627451,0.9927007299270073
Score 1,noisy,40,20,822,816,0.01838235294117647,0.9816176470588235,0.9927007299270073
Score 1,noisy,40,30,822,816,0.004901960784313725,0.9950980392156863,0.9927007299270073
Score 1,noisy,40,40,822,816,0.0012254901960784314,0.9987745098039216,0.9927007299270073
Score 1,noisy,40,50,822,816,0.0012254901960784314,0.9987745098039216,0.9927007299270073
Score 1,noisy,40,57,822,816,0.0,1.0,0.9927007299270073
Score 1,structural,50,1,1028,1028,0.10214007782101167,0.8978599221789884,1.0
Score 1,structural,50,2,1028,1028,0.0,1.0,1.0
Score 1,structural,50,3,1028,1028,0.0,1.0,1.0
Score 1,structural,50,5,1028,1028,0.0,1.0,1.0
Score 1,structural,50,10,1028,1028,0.0,1.0,1.0
Score 1,structural,50,15,1028,1028,0.0,1.0,1.0
Score 1,structural,50,20,1028,1028,0.0,1.0,1.0
Score 1,structural,50,30,1028,1028,0.0,1.0,1.0
Score 1,structural,50,40,1028,1028,0.0,1.0,1.0
Score 1,structural,50,50,1028,1028,0.0,1.0,1.0
