Attack metrics report
Dataset: spambase
Attack: deepfool
alpha=0.01, maxiters=500

Correctly-classified originals: 2058/2301
Successfully attacked (among correct): 2058/2058
ASR (among correct): 1.0000

Changed samples among correct (any feature changed): 2058/2058
Max |delta| among correct: 0.224431

Changed samples among successful attacks: 2058/2058
Max |delta| among successful attacks: 0.224431

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.0104055 median=0.00804555 min=0.000622246 max=0.106931
  RMSE : mean=0.0139414 median=0.0109862 min=0.000945717 max=0.134033
  L1   : mean=0.593112 median=0.458596 min=0.035468 max=6.09508
  L2   : mean=0.105255 median=0.0829441 min=0.00714001 max=1.01193
  Linf : mean=0.0250066 median=0.0198329 min=0.0017732 max=0.224431

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.0158086 adv_mean=0.021727 mean|diff|=0.00591841 max|diff|=0.0383762
  RMSE : orig_mean=0.0514402 adv_mean=0.0505751 mean|diff|=0.00221289 max|diff|=0.0290224
  L1   : orig_mean=0.901089 adv_mean=1.23844 mean|diff|=0.337349 max|diff|=2.18744
  L2   : orig_mean=0.388365 adv_mean=0.381834 mean|diff|=0.016707 max|diff|=0.219115
  Linf : orig_mean=0.281171 adv_mean=0.270292 mean|diff|=0.0146668 max|diff|=0.104338

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.0158086 adv_mean=0.021727 mean|diff|=0.00591841 max|diff|=0.0383762
  RMSE : orig_mean=0.0514402 adv_mean=0.0505751 mean|diff|=0.00221289 max|diff|=0.0290224
  L1   : orig_mean=0.901089 adv_mean=1.23844 mean|diff|=0.337349 max|diff|=2.18744
  L2   : orig_mean=0.388365 adv_mean=0.381834 mean|diff|=0.016707 max|diff|=0.219115
  Linf : orig_mean=0.281171 adv_mean=0.270292 mean|diff|=0.0146668 max|diff|=0.104338

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
1,1,1,0.00639884,0.0077048,0.364734,0.0581699,0.0128736
3,1,1,0.0141886,0.0165897,0.80875,0.125249,0.0290272
4,1,1,0.00527721,0.00709644,0.300801,0.0535769,0.0126948
5,1,1,0.0142327,0.0195814,0.811266,0.147836,0.0342497
6,1,1,0.00499286,0.00755782,0.284593,0.0570603,0.0144273
7,1,1,0.0136404,0.0196853,0.777503,0.148621,0.0361799
8,1,1,0.00170477,0.00216418,0.0971716,0.0163392,0.00372024
9,1,1,0.00262277,0.00329053,0.149498,0.0248429,0.00555052
10,1,1,0.00384067,0.00508088,0.218918,0.0383598,0.00912198
11,1,1,0.0109575,0.0163794,0.624578,0.123662,0.0306285
12,1,1,0.00366261,0.00505971,0.208769,0.0382,0.0093592
13,1,1,0.00699463,0.00855512,0.398694,0.0645897,0.0145626
14,1,1,0.00966757,0.0121627,0.551052,0.0918264,0.022
15,1,1,0.00790423,0.011569,0.450541,0.087344,0.0217718
17,1,1,0.00942152,0.0122812,0.537027,0.0927209,0.0219268
18,1,1,0.0277062,0.0360859,1.57925,0.272442,0.0643776
19,1,1,0.0139208,0.0168724,0.793488,0.127384,0.0270925
20,1,1,0.00873704,0.0123838,0.498011,0.093496,0.0220927
21,1,1,0.00470313,0.00683177,0.268078,0.0515787,0.0128139
22,1,1,0.00415096,0.00532495,0.236605,0.0402025,0.00927926
23,1,1,0.00552731,0.00799147,0.315057,0.0603343,0.0148433
24,1,1,0.0076971,0.00907293,0.438735,0.0684991,0.014713
25,1,1,0.00688612,0.0092596,0.392509,0.0699085,0.0164483
26,1,1,0.0243024,0.027562,1.38524,0.208088,0.0455624
27,1,1,0.00774579,0.0115224,0.44151,0.086992,0.0214536
28,1,1,0.0179335,0.0262347,1.02221,0.198068,0.0499509
29,1,1,0.00364974,0.00447702,0.208035,0.0338007,0.00746316
30,1,1,0.00314366,0.00470809,0.179188,0.0355453,0.00906471
31,1,1,0.0117456,0.0148699,0.669499,0.112266,0.0268492
33,1,1,0.00616406,0.00826355,0.351351,0.0623884,0.0145101
35,1,1,0.00731232,0.0107255,0.416802,0.0809758,0.0199459
