score_type,tier,attack_pct,k,n_targeted,n_attacked,restoration_rate,asr_after,asr_before
Score 1,structural,10,1,205,205,0.8097560975609757,0.19024390243902434,1.0
Score 1,structural,10,2,205,205,0.7365853658536585,0.2634146341463415,1.0
Score 1,structural,10,3,205,205,0.7658536585365854,0.23414634146341462,1.0
Score 1,structural,10,5,205,205,0.7365853658536585,0.2634146341463415,1.0
Score 1,structural,10,10,205,205,0.004878048780487805,0.9951219512195122,1.0
Score 1,structural,10,15,205,205,0.004878048780487805,0.9951219512195122,1.0
Score 1,structural,10,20,205,205,0.004878048780487805,0.9951219512195122,1.0
Score 1,structural,10,30,205,205,0.0,1.0,1.0
Score 1,structural,10,40,205,205,0.0,1.0,1.0
Score 1,structural,10,50,205,205,0.0,1.0,1.0
Score 1,structural,10,57,205,205,0.0,1.0,1.0
Score 1,noisy,10,1,205,84,0.3333333333333333,0.6666666666666667,0.4097560975609756
Score 1,noisy,10,2,205,84,0.2857142857142857,0.7142857142857143,0.4097560975609756
Score 1,noisy,10,3,205,84,0.2976190476190476,0.7023809523809523,0.4097560975609756
Score 1,noisy,10,5,205,84,0.25,0.75,0.4097560975609756
Score 1,noisy,10,10,205,84,0.17857142857142858,0.8214285714285714,0.4097560975609756
Score 1,noisy,10,15,205,84,0.21428571428571427,0.7857142857142857,0.4097560975609756
Score 1,noisy,10,20,205,84,0.21428571428571427,0.7857142857142857,0.4097560975609756
Score 1,noisy,10,30,205,84,0.19047619047619047,0.8095238095238095,0.4097560975609756
Score 1,noisy,10,40,205,84,0.15476190476190477,0.8452380952380952,0.4097560975609756
Score 1,noisy,10,50,205,84,0.08333333333333333,0.9166666666666666,0.4097560975609756
Score 1,noisy,10,57,205,84,0.0,1.0,0.4097560975609756
Score 1,structural,20,1,411,411,0.6180048661800487,0.3819951338199513,1.0
Score 1,structural,20,2,411,411,0.5620437956204379,0.43795620437956206,1.0
Score 1,structural,20,3,411,411,0.5912408759124088,0.4087591240875912,1.0
Score 1,structural,20,5,411,411,0.5961070559610706,0.4038929440389294,1.0
Score 1,structural,20,10,411,411,0.0535279805352798,0.9464720194647201,1.0
Score 1,structural,20,15,411,411,0.019464720194647202,0.9805352798053528,1.0
Score 1,structural,20,20,411,411,0.024330900243309004,0.975669099756691,1.0
Score 1,structural,20,30,411,411,0.0024330900243309003,0.9975669099756691,1.0
Score 1,structural,20,40,411,411,0.0,1.0,1.0
Score 1,structural,20,50,411,411,0.0,1.0,1.0
Score 1,structural,20,57,411,411,0.0,1.0,1.0
Score 1,noisy,20,1,411,168,0.34523809523809523,0.6547619047619048,0.40875912408759124
Score 1,noisy,20,2,411,168,0.32142857142857145,0.6785714285714286,0.40875912408759124
Score 1,noisy,20,3,411,168,0.35119047619047616,0.6488095238095238,0.40875912408759124
Score 1,noisy,20,5,411,168,0.34523809523809523,0.6547619047619048,0.40875912408759124
Score 1,noisy,20,10,411,168,0.24404761904761904,0.7559523809523809,0.40875912408759124
Score 1,noisy,20,15,411,168,0.25595238095238093,0.7440476190476191,0.40875912408759124
Score 1,noisy,20,20,411,168,0.25595238095238093,0.7440476190476191,0.40875912408759124
Score 1,noisy,20,30,411,168,0.24404761904761904,0.7559523809523809,0.40875912408759124
Score 1,noisy,20,40,411,168,0.17261904761904762,0.8273809523809523,0.40875912408759124
Score 1,noisy,20,50,411,168,0.08333333333333333,0.9166666666666666,0.40875912408759124
Score 1,noisy,20,57,411,168,0.0,1.0,0.40875912408759124
Score 1,structural,30,1,617,617,0.5542949756888168,0.4457050243111832,1.0
Score 1,structural,30,2,617,617,0.4586709886547812,0.5413290113452188,1.0
Score 1,structural,30,3,617,617,0.4878444084278768,0.5121555915721232,1.0
Score 1,structural,30,5,617,617,0.4878444084278768,0.5121555915721232,1.0
Score 1,structural,30,10,617,617,0.05672609400324149,0.9432739059967585,1.0
Score 1,structural,30,15,617,617,0.03889789303079417,0.9611021069692058,1.0
Score 1,structural,30,20,617,617,0.04376012965964344,0.9562398703403565,1.0
Score 1,structural,30,30,617,617,0.008103727714748784,0.9918962722852512,1.0
Score 1,structural,30,40,617,617,0.0,1.0,1.0
Score 1,structural,30,50,617,617,0.0,1.0,1.0
Score 1,structural,30,57,617,617,0.0,1.0,1.0
Score 1,noisy,30,1,617,299,0.44481605351170567,0.5551839464882944,0.4846029173419773
Score 1,noisy,30,2,617,299,0.36789297658862874,0.6321070234113713,0.4846029173419773
Score 1,noisy,30,3,617,299,0.40468227424749165,0.5953177257525084,0.4846029173419773
Score 1,noisy,30,5,617,299,0.4013377926421405,0.5986622073578596,0.4846029173419773
Score 1,noisy,30,10,617,299,0.33444816053511706,0.6655518394648829,0.4846029173419773
Score 1,noisy,30,15,617,299,0.33444816053511706,0.6655518394648829,0.4846029173419773
Score 1,noisy,30,20,617,299,0.3411371237458194,0.6588628762541806,0.4846029173419773
Score 1,noisy,30,30,617,299,0.2842809364548495,0.7157190635451505,0.4846029173419773
Score 1,noisy,30,40,617,299,0.18394648829431437,0.8160535117056856,0.4846029173419773
Score 1,noisy,30,50,617,299,0.0903010033444816,0.9096989966555185,0.4846029173419773
Score 1,noisy,30,57,617,299,0.0,1.0,0.4846029173419773
Score 1,structural,40,1,822,822,0.559610705596107,0.44038929440389296,1.0
Score 1,structural,40,2,822,822,0.39172749391727496,0.608272506082725,1.0
Score 1,structural,40,3,822,822,0.4257907542579075,0.5742092457420924,1.0
Score 1,structural,40,5,822,822,0.4172749391727494,0.5827250608272506,1.0
Score 1,structural,40,10,822,822,0.06204379562043796,0.9379562043795621,1.0
Score 1,structural,40,15,822,822,0.04744525547445255,0.9525547445255474,1.0
Score 1,structural,40,20,822,822,0.051094890510948905,0.948905109489051,1.0
Score 1,structural,40,30,822,822,0.012165450121654502,0.9878345498783455,1.0
Score 1,structural,40,40,822,822,0.0012165450121654502,0.9987834549878345,1.0
Score 1,structural,40,50,822,822,0.0,1.0,1.0
Score 1,structural,40,57,822,822,0.0,1.0,1.0
Score 1,noisy,40,1,822,488,0.48155737704918034,0.5184426229508197,0.5936739659367397
Score 1,noisy,40,2,822,488,0.4077868852459016,0.5922131147540983,0.5936739659367397
Score 1,noisy,40,3,822,488,0.4364754098360656,0.5635245901639344,0.5936739659367397
Score 1,noisy,40,5,822,488,0.4487704918032787,0.5512295081967213,0.5936739659367397
Score 1,noisy,40,10,822,488,0.3790983606557377,0.6209016393442623,0.5936739659367397
Score 1,noisy,40,15,822,488,0.35655737704918034,0.6434426229508197,0.5936739659367397
Score 1,noisy,40,20,822,488,0.375,0.625,0.5936739659367397
Score 1,noisy,40,30,822,488,0.3073770491803279,0.6926229508196722,0.5936739659367397
Score 1,noisy,40,40,822,488,0.18032786885245902,0.819672131147541,0.5936739659367397
Score 1,noisy,40,50,822,488,0.09631147540983606,0.9036885245901639,0.5936739659367397
Score 1,noisy,40,57,822,488,0.0,1.0,0.5936739659367397
Score 1,structural,50,1,1028,1028,0.5622568093385214,0.4377431906614786,1.0
Score 1,structural,50,2,1028,1028,0.3754863813229572,0.6245136186770428,1.0
Score 1,structural,50,3,1028,1028,0.4085603112840467,0.5914396887159533,1.0
Score 1,structural,50,5,1028,1028,0.38813229571984437,0.6118677042801557,1.0
Score 1,structural,50,10,1028,1028,0.08268482490272373,0.9173151750972762,1.0
Score 1,structural,50,15,1028,1028,0.06614785992217899,0.933852140077821,1.0
Score 1,structural,50,20,1028,1028,0.06809338521400778,0.9319066147859922,1.0
Score 1,structural,50,30,1028,1028,0.02237354085603113,0.9776264591439688,1.0
Score 1,structural,50,40,1028,1028,0.0019455252918287938,0.9980544747081712,1.0
Score 1,structural,50,50,1028,1028,0.0,1.0,1.0
Score 1,structural,50,57,1028,1028,0.0,1.0,1.0
Score 1,noisy,50,1,1028,687,0.519650655021834,0.48034934497816595,0.6682879377431906
Score 1,noisy,50,2,1028,687,0.4104803493449782,0.5895196506550218,0.6682879377431906
Score 1,noisy,50,3,1028,687,0.438136826783115,0.5618631732168851,0.6682879377431906
Score 1,noisy,50,5,1028,687,0.45414847161572053,0.5458515283842795,0.6682879377431906
Score 1,noisy,50,10,1028,687,0.388646288209607,0.611353711790393,0.6682879377431906
Score 1,noisy,50,15,1028,687,0.3537117903930131,0.6462882096069869,0.6682879377431906
Score 1,noisy,50,20,1028,687,0.37409024745269287,0.6259097525473072,0.6682879377431906
Score 1,noisy,50,30,1028,687,0.2678311499272198,0.7321688500727802,0.6682879377431906
Score 1,noisy,50,40,1028,687,0.15574963609898107,0.8442503639010189,0.6682879377431906
Score 1,noisy,50,50,1028,687,0.07714701601164484,0.9228529839883551,0.6682879377431906
Score 1,noisy,50,57,1028,687,0.0,1.0,0.6682879377431906
Score 1,structural,60,1,1234,1227,0.5704971475142624,0.4295028524857376,0.9943273905996759
Score 1,structural,60,2,1234,1227,0.38141809290953543,0.6185819070904646,0.9943273905996759
Score 1,structural,60,3,1234,1227,0.4132029339853301,0.58679706601467,0.9943273905996759
Score 1,structural,60,5,1234,1227,0.4001629991850041,0.5998370008149959,0.9943273905996759
Score 1,structural,60,10,1234,1227,0.13528932355338225,0.8647106764466177,0.9943273905996759
