score_type,tier,attack_pct,k,n_targeted,n_attacked,restoration_rate,asr_after,asr_before
Score 1,structural,10,1,205,205,0.9853658536585366,0.014634146341463428,1.0
Score 1,structural,10,2,205,205,0.9707317073170731,0.029268292682926855,1.0
Score 1,structural,10,3,205,205,0.975609756097561,0.024390243902439046,1.0
Score 1,structural,10,5,205,205,0.9853658536585366,0.014634146341463428,1.0
Score 1,structural,10,10,205,205,0.9804878048780488,0.019512195121951237,1.0
Score 1,structural,10,15,205,205,0.9853658536585366,0.014634146341463428,1.0
Score 1,structural,10,20,205,205,0.9853658536585366,0.014634146341463428,1.0
Score 1,structural,10,30,205,205,0.975609756097561,0.024390243902439046,1.0
Score 1,structural,10,40,205,205,0.8731707317073171,0.12682926829268293,1.0
Score 1,structural,10,50,205,205,0.9219512195121952,0.07804878048780484,1.0
Score 1,structural,10,57,205,205,0.0,1.0,1.0
Score 1,noisy,10,1,205,205,0.5073170731707317,0.4926829268292683,1.0
Score 1,noisy,10,2,205,205,0.4682926829268293,0.5317073170731708,1.0
Score 1,noisy,10,3,205,205,0.47317073170731705,0.526829268292683,1.0
Score 1,noisy,10,5,205,205,0.5902439024390244,0.40975609756097564,1.0
Score 1,noisy,10,10,205,205,0.4878048780487805,0.5121951219512195,1.0
Score 1,noisy,10,15,205,205,0.526829268292683,0.47317073170731705,1.0
Score 1,noisy,10,20,205,205,0.5121951219512195,0.4878048780487805,1.0
Score 1,noisy,10,30,205,205,0.6097560975609756,0.3902439024390244,1.0
Score 1,noisy,10,40,205,205,0.751219512195122,0.24878048780487805,1.0
Score 1,noisy,10,50,205,205,0.8585365853658536,0.14146341463414636,1.0
Score 1,noisy,10,57,205,205,0.0,1.0,1.0
Score 1,structural,20,1,411,411,0.9002433090024331,0.0997566909975669,1.0
Score 1,structural,20,2,411,411,0.8734793187347932,0.12652068126520677,1.0
Score 1,structural,20,3,411,411,0.8953771289537713,0.1046228710462287,1.0
Score 1,structural,20,5,411,411,0.9221411192214112,0.07785888077858882,1.0
Score 1,structural,20,10,411,411,0.9464720194647201,0.05352798053527985,1.0
Score 1,structural,20,15,411,411,0.9635036496350365,0.03649635036496346,1.0
Score 1,structural,20,20,411,411,0.9513381995133819,0.048661800486618056,1.0
Score 1,structural,20,30,411,411,0.9537712895377128,0.04622871046228716,1.0
Score 1,structural,20,40,411,411,0.8807785888077859,0.11922141119221408,1.0
Score 1,structural,20,50,411,411,0.8564476885644768,0.14355231143552316,1.0
Score 1,structural,20,57,411,411,0.0,1.0,1.0
Score 1,noisy,20,1,411,411,0.5401459854014599,0.45985401459854014,1.0
Score 1,noisy,20,2,411,411,0.6131386861313869,0.3868613138686131,1.0
Score 1,noisy,20,3,411,411,0.6326034063260341,0.36739659367396593,1.0
Score 1,noisy,20,5,411,411,0.7177615571776156,0.2822384428223844,1.0
Score 1,noisy,20,10,411,411,0.6301703163017032,0.36982968369829683,1.0
Score 1,noisy,20,15,411,411,0.6763990267639902,0.3236009732360098,1.0
Score 1,noisy,20,20,411,411,0.6715328467153284,0.3284671532846716,1.0
Score 1,noisy,20,30,411,411,0.7274939172749392,0.2725060827250608,1.0
Score 1,noisy,20,40,411,411,0.8077858880778589,0.1922141119221411,1.0
Score 1,noisy,20,50,411,411,0.8880778588807786,0.11192214111922139,1.0
Score 1,noisy,20,57,411,411,0.0,1.0,1.0
Score 1,structural,30,1,617,617,0.8298217179902755,0.1701782820097245,1.0
Score 1,structural,30,2,617,617,0.8217179902755267,0.17828200972447328,1.0
Score 1,structural,30,3,617,617,0.8573743922204214,0.14262560777957856,1.0
Score 1,structural,30,5,617,617,0.8719611021069692,0.1280388978930308,1.0
Score 1,structural,30,10,617,617,0.880064829821718,0.11993517017828204,1.0
Score 1,structural,30,15,617,617,0.9205834683954619,0.0794165316045381,1.0
Score 1,structural,30,20,617,617,0.9092382495948136,0.09076175040518641,1.0
Score 1,structural,30,30,617,617,0.8897893030794165,0.1102106969205835,1.0
Score 1,structural,30,40,617,617,0.8541329011345219,0.1458670988654781,1.0
Score 1,structural,30,50,617,617,0.8103727714748784,0.1896272285251216,1.0
Score 1,structural,30,57,617,617,0.0,1.0,1.0
Score 1,noisy,30,1,617,617,0.5640194489465153,0.43598055105348466,1.0
Score 1,noisy,30,2,617,617,0.6450567260940032,0.3549432739059968,1.0
Score 1,noisy,30,3,617,617,0.6628849270664505,0.3371150729335495,1.0
Score 1,noisy,30,5,617,617,0.7455429497568882,0.2544570502431118,1.0
Score 1,noisy,30,10,617,617,0.6677471636952999,0.33225283630470015,1.0
Score 1,noisy,30,15,617,617,0.7147487844408428,0.2852512155591572,1.0
Score 1,noisy,30,20,617,617,0.7196110210696921,0.2803889789303079,1.0
Score 1,noisy,30,30,617,617,0.766612641815235,0.23338735818476497,1.0
Score 1,noisy,30,40,617,617,0.820097244732577,0.17990275526742305,1.0
Score 1,noisy,30,50,617,617,0.9027552674230146,0.0972447325769854,1.0
Score 1,noisy,30,57,617,617,0.0,1.0,1.0
Score 1,structural,40,1,822,822,0.8138686131386861,0.18613138686131392,1.0
Score 1,structural,40,2,822,822,0.8077858880778589,0.1922141119221411,1.0
Score 1,structural,40,3,822,822,0.8406326034063261,0.15936739659367394,1.0
Score 1,structural,40,5,822,822,0.8454987834549879,0.15450121654501214,1.0
Score 1,structural,40,10,822,822,0.8467153284671532,0.15328467153284675,1.0
Score 1,structural,40,15,822,822,0.9014598540145985,0.0985401459854015,1.0
Score 1,structural,40,20,822,822,0.8905109489051095,0.10948905109489049,1.0
Score 1,structural,40,30,822,822,0.8856447688564477,0.11435523114355228,1.0
Score 1,structural,40,40,822,822,0.851581508515815,0.14841849148418496,1.0
Score 1,structural,40,50,822,822,0.7992700729927007,0.2007299270072993,1.0
Score 1,structural,40,57,822,822,0.0,1.0,1.0
Score 1,noisy,40,1,822,822,0.5948905109489051,0.4051094890510949,1.0
Score 1,noisy,40,2,822,822,0.670316301703163,0.32968369829683697,1.0
Score 1,noisy,40,3,822,822,0.683698296836983,0.316301703163017,1.0
Score 1,noisy,40,5,822,822,0.7591240875912408,0.24087591240875916,1.0
Score 1,noisy,40,10,822,822,0.7031630170316302,0.2968369829683698,1.0
