Attack metrics report
Dataset: spambase
Attack: pgd
epsilon=0.02

Correctly-classified originals: 2058/2301
Successfully attacked (among correct): 1418/2058
ASR (among correct): 0.6890

Changed samples among correct (any feature changed): 2058/2058
Max |delta| among correct: 0.02

Changed samples among successful attacks: 1418/1418
Max |delta| among successful attacks: 0.02

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.0124643 median=0.0119298 min=0.00982456 max=0.0181343
  RMSE : mean=0.0156581 median=0.0154367 min=0.0140175 max=0.0188479
  L1   : mean=0.710467 median=0.68 min=0.56 max=1.03366
  L2   : mean=0.118216 median=0.116544 min=0.10583 max=0.142299
  Linf : mean=0.02 median=0.02 min=0.02 max=0.02

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.0158086 adv_mean=0.0234138 mean|diff|=0.00760526 max|diff|=0.0112281
  RMSE : orig_mean=0.0514402 adv_mean=0.0518428 mean|diff|=0.00359686 max|diff|=0.0140175
  L1   : orig_mean=0.901089 adv_mean=1.33459 mean|diff|=0.4335 max|diff|=0.64
  L2   : orig_mean=0.388365 adv_mean=0.391404 mean|diff|=0.0271557 max|diff|=0.10583
  Linf : orig_mean=0.281171 adv_mean=0.272842 mean|diff|=0.0189788 max|diff|=0.02

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.0129702 adv_mean=0.0208412 mean|diff|=0.00787098 max|diff|=0.0112281
  RMSE : orig_mean=0.0403929 adv_mean=0.0421104 mean|diff|=0.00400126 max|diff|=0.0140175
  L1   : orig_mean=0.739303 adv_mean=1.18795 mean|diff|=0.448646 max|diff|=0.64
  L2   : orig_mean=0.30496 adv_mean=0.317926 mean|diff|=0.0302089 max|diff|=0.10583
  Linf : orig_mean=0.214502 adv_mean=0.209853 mean|diff|=0.0187252 max|diff|=0.02

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
1,1,1,0.0149392,0.0170498,0.851535,0.128723,0.02
3,1,1,0.0166309,0.0179582,0.947964,0.135581,0.02
4,1,1,0.0117924,0.0151164,0.672168,0.114127,0.02
5,0,1,0.0119298,0.0154466,0.68,0.116619,0.02
6,1,1,0.00982456,0.0140175,0.56,0.10583,0.02
7,0,1,0.0108772,0.0147494,0.62,0.111355,0.02
8,1,1,0.0132023,0.0161531,0.752532,0.121953,0.02
9,1,1,0.0133022,0.0161407,0.758225,0.121859,0.02
10,1,1,0.0120558,0.0154623,0.687179,0.116738,0.02
11,0,1,0.0101754,0.0142656,0.58,0.107703,0.02
12,1,1,0.0119694,0.0153659,0.682259,0.11601,0.02
13,1,1,0.0140843,0.0166219,0.802806,0.125493,0.02
14,1,1,0.0145226,0.0169142,0.827788,0.127699,0.02
15,1,1,0.0105263,0.0145095,0.6,0.109545,0.02
17,1,1,0.0123797,0.0154065,0.70564,0.116317,0.02
18,0,1,0.0130939,0.0161008,0.746351,0.121558,0.02
19,0,1,0.0149422,0.0172198,0.851708,0.130007,0.02
20,1,1,0.0112281,0.0149854,0.64,0.113137,0.02
21,1,1,0.0112281,0.0149854,0.64,0.113137,0.02
22,1,1,0.0125094,0.0157089,0.713036,0.1186,0.02
23,1,1,0.0105969,0.0144716,0.604022,0.109258,0.02
24,1,1,0.0159855,0.0176795,0.911173,0.133477,0.02
25,1,1,0.0124027,0.0156313,0.706955,0.118014,0.02
26,0,1,0.0177674,0.0187962,1.01274,0.141908,0.02
27,1,1,0.0101754,0.0142657,0.58,0.107703,0.02
28,0,1,0.0101754,0.0142656,0.58,0.107703,0.02
29,1,1,0.0135983,0.0163527,0.775102,0.12346,0.02
30,1,1,0.00982456,0.0140175,0.56,0.10583,0.02
31,1,1,0.0143993,0.0168284,0.820759,0.127052,0.02
33,1,1,0.0128253,0.0159615,0.731042,0.120507,0.02
35,1,1,0.0105263,0.0145095,0.6,0.109545,0.02
36,0,1,0.0168774,0.0180623,0.962009,0.136367,0.02
37,0,1,0.0115113,0.0150352,0.656145,0.113513,0.02
38,1,1,0.0111596,0.0149027,0.636099,0.112513,0.02
39,0,1,0.0101754,0.0142656,0.58,0.107703,0.02
40,1,1,0.0105263,0.0145095,0.6,0.109545,0.02
41,1,1,0.0115789,0.0152177,0.66,0.114891,0.02
42,0,1,0.0138171,0.0165407,0.787575,0.12488,0.02
43,1,1,0.0114262,0.0150378,0.651292,0.113533,0.02
44,1,1,0.0101754,0.0142656,0.58,0.107703,0.02
45,0,1,0.014386,0.0169623,0.82,0.128062,0.02
46,0,1,0.0119298,0.0154466,0.68,0.116619,0.02
47,1,1,0.0157354,0.0174301,0.89692,0.131594,0.02
48,1,1,0.0123957,0.0156818,0.706556,0.118395,0.02
49,1,1,0.0112281,0.0149854,0.64,0.113137,0.02
50,0,1,0.0101754,0.0142656,0.58,0.107703,0.02
51,0,1,0.0131041,0.0161117,0.746931,0.121641,0.02
52,1,1,0.0124436,0.0156821,0.709287,0.118397,0.02
53,1,1,0.0106756,0.0145533,0.608511,0.109875,0.02
54,1,1,0.0117458,0.0151775,0.669508,0.114587,0.02
55,1,1,0.00982456,0.0140175,0.56,0.10583,0.02
