score_type,tier,attack_pct,k,n_targeted,n_attacked,restoration_rate,asr_after,asr_before
Score 1,structural,10,1,205,205,0.9853658536585366,0.014634146341463428,1.0
Score 1,structural,10,2,205,205,0.9707317073170731,0.029268292682926855,1.0
Score 1,structural,10,3,205,205,0.975609756097561,0.024390243902439046,1.0
Score 1,structural,10,5,205,205,0.9853658536585366,0.014634146341463428,1.0
Score 1,structural,10,10,205,205,0.9804878048780488,0.019512195121951237,1.0
Score 1,structural,10,15,205,205,0.9853658536585366,0.014634146341463428,1.0
Score 1,structural,10,20,205,205,0.9853658536585366,0.014634146341463428,1.0
Score 1,structural,10,30,205,205,0.9902439024390244,0.009756097560975618,1.0
Score 1,structural,10,40,205,205,0.8975609756097561,0.10243902439024388,1.0
Score 1,structural,10,50,205,205,0.9902439024390244,0.009756097560975618,1.0
Score 1,structural,10,57,205,205,0.0,1.0,1.0
Score 1,noisy,10,1,205,188,0.5425531914893617,0.45744680851063835,0.9170731707317074
Score 1,noisy,10,2,205,188,0.4521276595744681,0.5478723404255319,0.9170731707317074
Score 1,noisy,10,3,205,188,0.4574468085106383,0.5425531914893618,0.9170731707317074
Score 1,noisy,10,5,205,188,0.574468085106383,0.42553191489361697,0.9170731707317074
Score 1,noisy,10,10,205,188,0.4787234042553192,0.5212765957446808,0.9170731707317074
Score 1,noisy,10,15,205,188,0.5159574468085106,0.48404255319148937,0.9170731707317074
Score 1,noisy,10,20,205,188,0.5053191489361702,0.49468085106382975,0.9170731707317074
Score 1,noisy,10,30,205,188,0.5904255319148937,0.40957446808510634,0.9170731707317074
Score 1,noisy,10,40,205,188,0.7446808510638298,0.25531914893617025,0.9170731707317074
Score 1,noisy,10,50,205,188,0.851063829787234,0.14893617021276595,0.9170731707317074
Score 1,noisy,10,57,205,188,0.0,1.0,0.9170731707317074
Score 1,structural,20,1,411,411,0.9051094890510949,0.0948905109489051,1.0
Score 1,structural,20,2,411,411,0.8734793187347932,0.12652068126520677,1.0
Score 1,structural,20,3,411,411,0.8953771289537713,0.1046228710462287,1.0
Score 1,structural,20,5,411,411,0.9245742092457421,0.07542579075425793,1.0
Score 1,structural,20,10,411,411,0.9464720194647201,0.05352798053527985,1.0
Score 1,structural,20,15,411,411,0.9635036496350365,0.03649635036496346,1.0
Score 1,structural,20,20,411,411,0.9586374695863747,0.041362530413625254,1.0
Score 1,structural,20,30,411,411,0.9659367396593674,0.03406326034063256,1.0
Score 1,structural,20,40,411,411,0.9197080291970803,0.08029197080291972,1.0
Score 1,structural,20,50,411,411,0.9732360097323601,0.02676399026763987,1.0
Score 1,structural,20,57,411,411,0.0,1.0,1.0
Score 1,noisy,20,1,411,394,0.5583756345177665,0.4416243654822335,0.9586374695863747
Score 1,noisy,20,2,411,394,0.6116751269035533,0.3883248730964467,0.9586374695863747
Score 1,noisy,20,3,411,394,0.6395939086294417,0.36040609137055835,0.9586374695863747
Score 1,noisy,20,5,411,394,0.7157360406091371,0.2842639593908629,0.9586374695863747
Score 1,noisy,20,10,411,394,0.631979695431472,0.36802030456852797,0.9586374695863747
Score 1,noisy,20,15,411,394,0.6802030456852792,0.31979695431472077,0.9586374695863747
Score 1,noisy,20,20,411,394,0.6751269035532995,0.3248730964467005,0.9586374695863747
Score 1,noisy,20,30,411,394,0.733502538071066,0.266497461928934,0.9586374695863747
Score 1,noisy,20,40,411,394,0.8121827411167513,0.18781725888324874,0.9586374695863747
Score 1,noisy,20,50,411,394,0.9060913705583756,0.09390862944162437,0.9586374695863747
Score 1,noisy,20,57,411,394,0.0,1.0,0.9586374695863747
Score 1,structural,30,1,617,617,0.833063209076175,0.16693679092382496,1.0
Score 1,structural,30,2,617,617,0.8249594813614263,0.17504051863857373,1.0
Score 1,structural,30,3,617,617,0.8589951377633711,0.1410048622366289,1.0
Score 1,structural,30,5,617,617,0.8752025931928687,0.12479740680713125,1.0
Score 1,structural,30,10,617,617,0.8833063209076175,0.11669367909238249,1.0
Score 1,structural,30,15,617,617,0.9254457050243112,0.07455429497568877,1.0
Score 1,structural,30,20,617,617,0.9189627228525121,0.08103727714748787,1.0
Score 1,structural,30,30,617,617,0.9059967585089141,0.09400324149108585,1.0
Score 1,structural,30,40,617,617,0.9059967585089141,0.09400324149108585,1.0
Score 1,structural,30,50,617,617,0.9562398703403565,0.04376012965964349,1.0
Score 1,structural,30,57,617,617,0.0,1.0,1.0
Score 1,noisy,30,1,617,600,0.5783333333333334,0.42166666666666663,0.9724473257698542
Score 1,noisy,30,2,617,600,0.6466666666666666,0.3533333333333334,0.9724473257698542
Score 1,noisy,30,3,617,600,0.67,0.32999999999999996,0.9724473257698542
Score 1,noisy,30,5,617,600,0.7466666666666667,0.2533333333333333,0.9724473257698542
Score 1,noisy,30,10,617,600,0.6766666666666666,0.32333333333333336,0.9724473257698542
Score 1,noisy,30,15,617,600,0.72,0.28,0.9724473257698542
Score 1,noisy,30,20,617,600,0.725,0.275,0.9724473257698542
Score 1,noisy,30,30,617,600,0.7716666666666666,0.2283333333333334,0.9724473257698542
Score 1,noisy,30,40,617,600,0.8383333333333334,0.16166666666666663,0.9724473257698542
Score 1,noisy,30,50,617,600,0.9233333333333333,0.07666666666666666,0.9724473257698542
Score 1,noisy,30,57,617,600,0.0,1.0,0.9724473257698542
Score 1,structural,40,1,822,822,0.816301703163017,0.18369829683698302,1.0
Score 1,structural,40,2,822,822,0.8126520681265207,0.1873479318734793,1.0
Score 1,structural,40,3,822,822,0.843065693430657,0.15693430656934304,1.0
Score 1,structural,40,5,822,822,0.8491484184914841,0.15085158150851585,1.0
Score 1,structural,40,10,822,822,0.8491484184914841,0.15085158150851585,1.0
Score 1,structural,40,15,822,822,0.9099756690997567,0.09002433090024331,1.0
Score 1,structural,40,20,822,822,0.9014598540145985,0.0985401459854015,1.0
Score 1,structural,40,30,822,822,0.9051094890510949,0.0948905109489051,1.0
Score 1,structural,40,40,822,822,0.8990267639902676,0.1009732360097324,1.0
Score 1,structural,40,50,822,822,0.9537712895377128,0.04622871046228716,1.0
Score 1,structural,40,57,822,822,0.0,1.0,1.0
Score 1,noisy,40,1,822,805,0.6062111801242236,0.3937888198757764,0.9793187347931873
