score_type,tier,attack_pct,k,n_targeted,n_attacked,restoration_rate,asr_after,asr_before
Score 1,structural,10,1,205,205,0.0,1.0,1.0
Score 1,structural,10,2,205,205,0.0,1.0,1.0
Score 1,structural,10,3,205,205,0.0,1.0,1.0
Score 1,structural,10,5,205,205,0.0,1.0,1.0
Score 1,structural,10,10,205,205,0.0,1.0,1.0
Score 1,structural,10,15,205,205,0.0,1.0,1.0
Score 1,structural,10,20,205,205,0.0,1.0,1.0
Score 1,structural,10,30,205,205,0.0,1.0,1.0
Score 1,structural,10,40,205,205,0.0,1.0,1.0
Score 1,structural,10,50,205,205,0.0,1.0,1.0
Score 1,structural,10,57,205,205,0.0,1.0,1.0
Score 1,noisy,10,1,205,190,0.1736842105263158,0.8263157894736842,0.926829268292683
Score 1,noisy,10,2,205,190,0.12631578947368421,0.8736842105263158,0.926829268292683
Score 1,noisy,10,3,205,190,0.1368421052631579,0.8631578947368421,0.926829268292683
Score 1,noisy,10,5,205,190,0.1736842105263158,0.8263157894736842,0.926829268292683
Score 1,noisy,10,10,205,190,0.2,0.8,0.926829268292683
Score 1,noisy,10,15,205,190,0.17894736842105263,0.8210526315789474,0.926829268292683
Score 1,noisy,10,20,205,190,0.1736842105263158,0.8263157894736842,0.926829268292683
Score 1,noisy,10,30,205,190,0.21052631578947367,0.7894736842105263,0.926829268292683
Score 1,noisy,10,40,205,190,0.10526315789473684,0.8947368421052632,0.926829268292683
Score 1,noisy,10,50,205,190,0.03684210526315789,0.9631578947368421,0.926829268292683
Score 1,noisy,10,57,205,190,0.0,1.0,0.926829268292683
Score 1,structural,20,1,411,411,0.0,1.0,1.0
Score 1,structural,20,2,411,411,0.0,1.0,1.0
Score 1,structural,20,3,411,411,0.0,1.0,1.0
Score 1,structural,20,5,411,411,0.0,1.0,1.0
Score 1,structural,20,10,411,411,0.0,1.0,1.0
Score 1,structural,20,15,411,411,0.0,1.0,1.0
Score 1,structural,20,20,411,411,0.0,1.0,1.0
Score 1,structural,20,30,411,411,0.0,1.0,1.0
Score 1,structural,20,40,411,411,0.0,1.0,1.0
Score 1,structural,20,50,411,411,0.0,1.0,1.0
Score 1,structural,20,57,411,411,0.0,1.0,1.0
Score 1,noisy,20,1,411,396,0.1717171717171717,0.8282828282828283,0.9635036496350365
Score 1,noisy,20,2,411,396,0.14646464646464646,0.8535353535353536,0.9635036496350365
Score 1,noisy,20,3,411,396,0.14646464646464646,0.8535353535353536,0.9635036496350365
Score 1,noisy,20,5,411,396,0.16414141414141414,0.8358585858585859,0.9635036496350365
Score 1,noisy,20,10,411,396,0.23737373737373738,0.7626262626262627,0.9635036496350365
Score 1,noisy,20,15,411,396,0.12878787878787878,0.8712121212121212,0.9635036496350365
Score 1,noisy,20,20,411,396,0.12878787878787878,0.8712121212121212,0.9635036496350365
Score 1,noisy,20,30,411,396,0.12121212121212122,0.8787878787878788,0.9635036496350365
Score 1,noisy,20,40,411,396,0.05555555555555555,0.9444444444444444,0.9635036496350365
Score 1,noisy,20,50,411,396,0.017676767676767676,0.9823232323232324,0.9635036496350365
Score 1,noisy,20,57,411,396,0.0,1.0,0.9635036496350365
Score 1,structural,30,1,617,617,0.04376012965964344,0.9562398703403565,1.0
Score 1,structural,30,2,617,617,0.0016207455429497568,0.9983792544570502,1.0
Score 1,structural,30,3,617,617,0.0016207455429497568,0.9983792544570502,1.0
Score 1,structural,30,5,617,617,0.0032414910858995136,0.9967585089141004,1.0
Score 1,structural,30,10,617,617,0.0,1.0,1.0
Score 1,structural,30,15,617,617,0.0,1.0,1.0
Score 1,structural,30,20,617,617,0.0,1.0,1.0
Score 1,structural,30,30,617,617,0.0,1.0,1.0
Score 1,structural,30,40,617,617,0.0,1.0,1.0
Score 1,structural,30,50,617,617,0.0,1.0,1.0
Score 1,structural,30,57,617,617,0.0,1.0,1.0
Score 1,noisy,30,1,617,602,0.2441860465116279,0.7558139534883721,0.9756888168557536
Score 1,noisy,30,2,617,602,0.1478405315614618,0.8521594684385382,0.9756888168557536
Score 1,noisy,30,3,617,602,0.1511627906976744,0.8488372093023255,0.9756888168557536
Score 1,noisy,30,5,617,602,0.15614617940199335,0.8438538205980066,0.9756888168557536
Score 1,noisy,30,10,617,602,0.1611295681063123,0.8388704318936877,0.9756888168557536
Score 1,noisy,30,15,617,602,0.09302325581395349,0.9069767441860466,0.9756888168557536
Score 1,noisy,30,20,617,602,0.09136212624584718,0.9086378737541528,0.9756888168557536
Score 1,noisy,30,30,617,602,0.08139534883720931,0.9186046511627907,0.9756888168557536
Score 1,noisy,30,40,617,602,0.036544850498338874,0.9634551495016611,0.9756888168557536
Score 1,noisy,30,50,617,602,0.011627906976744186,0.9883720930232558,0.9756888168557536
Score 1,noisy,30,57,617,602,0.0,1.0,0.9756888168557536
Score 1,structural,40,1,822,822,0.13017031630170317,0.8698296836982968,1.0
Score 1,structural,40,2,822,822,0.0012165450121654502,0.9987834549878345,1.0
Score 1,structural,40,3,822,822,0.0012165450121654502,0.9987834549878345,1.0
Score 1,structural,40,5,822,822,0.0024330900243309003,0.9975669099756691,1.0
Score 1,structural,40,10,822,822,0.0,1.0,1.0
Score 1,structural,40,15,822,822,0.0,1.0,1.0
Score 1,structural,40,20,822,822,0.0,1.0,1.0
Score 1,structural,40,30,822,822,0.0,1.0,1.0
Score 1,structural,40,40,822,822,0.0,1.0,1.0
Score 1,structural,40,50,822,822,0.0,1.0,1.0
Score 1,structural,40,57,822,822,0.0,1.0,1.0
Score 1,noisy,40,1,822,807,0.28376703841387857,0.7162329615861214,0.9817518248175182
Score 1,noisy,40,2,822,807,0.13382899628252787,0.8661710037174721,0.9817518248175182
Score 1,noisy,40,3,822,807,0.13878562577447337,0.8612143742255266,0.9817518248175182
Score 1,noisy,40,5,822,807,0.13382899628252787,0.8661710037174721,0.9817518248175182
Score 1,noisy,40,10,822,807,0.12019826517967781,0.8798017348203222,0.9817518248175182
Score 1,noisy,40,15,822,807,0.06939281288723669,0.9306071871127634,0.9817518248175182
Score 1,noisy,40,20,822,807,0.06815365551425032,0.9318463444857497,0.9817518248175182
Score 1,noisy,40,30,822,807,0.06071871127633209,0.9392812887236679,0.9817518248175182
Score 1,noisy,40,40,822,807,0.027261462205700124,0.9727385377942999,0.9817518248175182
Score 1,noisy,40,50,822,807,0.008674101610904586,0.9913258983890955,0.9817518248175182
Score 1,noisy,40,57,822,807,0.0,1.0,0.9817518248175182
Score 1,structural,50,1,1028,1028,0.18968871595330739,0.8103112840466926,1.0
Score 1,structural,50,2,1028,1028,0.0009727626459143969,0.9990272373540856,1.0
Score 1,structural,50,3,1028,1028,0.0009727626459143969,0.9990272373540856,1.0
Score 1,structural,50,5,1028,1028,0.0029182879377431907,0.9970817120622568,1.0
Score 1,structural,50,10,1028,1028,0.0,1.0,1.0
Score 1,structural,50,15,1028,1028,0.0,1.0,1.0
Score 1,structural,50,20,1028,1028,0.0,1.0,1.0
