Attack metrics report
Dataset: spambase
Attack: pgd
epsilon=0.07

Correctly-classified originals: 2058/2301
Successfully attacked (among correct): 2043/2058
ASR (among correct): 0.9927

Changed samples among correct (any feature changed): 2058/2058
Max |delta| among correct: 0.07

Changed samples among successful attacks: 2043/2043
Max |delta| among successful attacks: 0.07

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.043908 median=0.0426589 min=0.035614 max=0.0576004
  RMSE : mean=0.0548246 median=0.0541618 min=0.0499298 max=0.0627473
  L1   : mean=2.50276 median=2.43156 min=2.03 max=3.28322
  L2   : mean=0.413917 median=0.408912 min=0.376962 max=0.473732
  Linf : mean=0.07 median=0.07 min=0.07 max=0.07

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.0158086 adv_mean=0.0482982 mean|diff|=0.0324896 max|diff|=0.0392983
  RMSE : orig_mean=0.0514402 adv_mean=0.0730575 mean|diff|=0.0220725 max|diff|=0.0524488
  L1   : orig_mean=0.901089 adv_mean=2.753 mean|diff|=1.85191 max|diff|=2.24
  L2   : orig_mean=0.388365 adv_mean=0.551572 mean|diff|=0.166644 max|diff|=0.39598
  Linf : orig_mean=0.281171 adv_mean=0.280478 mean|diff|=0.0605081 max|diff|=0.07

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.0154415 adv_mean=0.0480013 mean|diff|=0.0325598 max|diff|=0.0392983
  RMSE : orig_mean=0.0503931 adv_mean=0.0722691 mean|diff|=0.0221346 max|diff|=0.0524488
  L1   : orig_mean=0.880163 adv_mean=2.73607 mean|diff|=1.85591 max|diff|=2.24
  L2   : orig_mean=0.38046 adv_mean=0.54562 mean|diff|=0.167113 max|diff|=0.39598
  Linf : orig_mean=0.2769 adv_mean=0.276716 mean|diff|=0.0604385 max|diff|=0.07

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
1,1,1,0.0471263,0.0559227,2.6862,0.422207,0.07
3,1,1,0.0533913,0.0598166,3.0433,0.451605,0.07
4,1,1,0.0404032,0.0526448,2.30298,0.39746,0.07
5,1,1,0.0454309,0.0563882,2.58956,0.425721,0.07
6,1,1,0.0392982,0.0524488,2.24,0.39598,0.07
7,1,1,0.0424915,0.0543487,2.42202,0.410324,0.07
8,1,1,0.0438092,0.0545648,2.49712,0.411955,0.07
9,1,1,0.0448752,0.0552576,2.55788,0.417186,0.07
10,1,1,0.0431084,0.0548567,2.45718,0.414159,0.07
11,1,1,0.0405263,0.053262,2.31,0.402119,0.07
12,1,1,0.0419733,0.0537214,2.39248,0.405588,0.07
13,1,1,0.0462409,0.0556073,2.63573,0.419826,0.07
14,1,1,0.0483503,0.0573404,2.75597,0.432911,0.07
15,1,1,0.0412265,0.0535237,2.34991,0.404095,0.07
17,1,1,0.0416686,0.0528958,2.37511,0.399355,0.07
18,1,1,0.0462324,0.0563732,2.63525,0.425608,0.07
19,1,1,0.0505445,0.0581162,2.88103,0.438768,0.07
20,1,1,0.0428293,0.0542407,2.44127,0.409508,0.07
21,1,1,0.0405263,0.053262,2.31,0.402119,0.07
22,1,1,0.0431852,0.0544966,2.46156,0.41144,0.07
23,1,1,0.0409136,0.0533169,2.33207,0.402534,0.07
24,1,1,0.0509047,0.0580014,2.90157,0.437901,0.07
25,1,1,0.0417455,0.0531265,2.37949,0.401096,0.07
26,1,1,0.0559391,0.0607341,3.18853,0.458532,0.07
27,1,1,0.0405263,0.053262,2.31,0.402119,0.07
28,1,1,0.0380702,0.0516228,2.17,0.389744,0.07
29,1,1,0.0453297,0.0552603,2.58379,0.417206,0.07
30,1,1,0.0392982,0.0524488,2.24,0.39598,0.07
31,1,1,0.0480654,0.0573244,2.73973,0.43279,0.07
33,1,1,0.0427373,0.0538177,2.43603,0.406315,0.07
35,1,1,0.0413705,0.053642,2.35812,0.404988,0.07
