Attack metrics report
Dataset: spambase
Attack: deepfool
alpha=0.1, maxiters=500

Correctly-classified originals: 2058/2301
Successfully attacked (among correct): 2058/2058
ASR (among correct): 1.0000

Changed samples among correct (any feature changed): 2058/2058
Max |delta| among correct: 0.235221

Changed samples among successful attacks: 2058/2058
Max |delta| among successful attacks: 0.235221

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.0138142 median=0.0129157 min=0.00590912 max=0.111771
  RMSE : mean=0.0185707 median=0.019086 min=0.00874839 max=0.140195
  L1   : mean=0.787407 median=0.736195 min=0.33682 max=6.37093
  L2   : mean=0.140206 median=0.144096 min=0.0660489 max=1.05845
  Linf : mean=0.0338186 median=0.0356239 min=0.0169854 max=0.235221

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.0158086 adv_mean=0.0237521 mean|diff|=0.00794616 max|diff|=0.0427547
  RMSE : orig_mean=0.0514402 adv_mean=0.0511367 mean|diff|=0.00301618 max|diff|=0.0288815
  L1   : orig_mean=0.901089 adv_mean=1.35387 mean|diff|=0.452931 max|diff|=2.43702
  L2   : orig_mean=0.388365 adv_mean=0.386073 mean|diff|=0.0227717 max|diff|=0.218051
  Linf : orig_mean=0.281171 adv_mean=0.267772 mean|diff|=0.0189044 max|diff|=0.118804

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.0158086 adv_mean=0.0237521 mean|diff|=0.00794616 max|diff|=0.0427547
  RMSE : orig_mean=0.0514402 adv_mean=0.0511367 mean|diff|=0.00301618 max|diff|=0.0288815
  L1   : orig_mean=0.901089 adv_mean=1.35387 mean|diff|=0.452931 max|diff|=2.43702
  L2   : orig_mean=0.388365 adv_mean=0.386073 mean|diff|=0.0227717 max|diff|=0.218051
  Linf : orig_mean=0.281171 adv_mean=0.267772 mean|diff|=0.0189044 max|diff|=0.118804

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
1,1,1,0.00840006,0.0103955,0.478804,0.0784843,0.0175079
3,1,1,0.018202,0.0213322,1.03751,0.161055,0.0405532
4,1,1,0.00730913,0.00995849,0.416621,0.0751849,0.0183688
5,1,1,0.0148758,0.0204928,0.84792,0.154717,0.0365132
6,1,1,0.00618511,0.00942663,0.352551,0.0711695,0.0180966
7,1,1,0.0135543,0.0195967,0.772592,0.147952,0.0360046
8,1,1,0.00828682,0.0106219,0.472349,0.0801935,0.0186167
9,1,1,0.00835837,0.0106254,0.476427,0.0802202,0.0186707
10,1,1,0.00732575,0.00990492,0.417568,0.0747805,0.018148
11,1,1,0.0127372,0.0191527,0.726019,0.1446,0.036145
12,1,1,0.00730465,0.0101049,0.416365,0.0762902,0.0187184
13,1,1,0.0082298,0.0103743,0.469099,0.0783241,0.0190495
14,1,1,0.0168224,0.0213299,0.958877,0.161037,0.0373611
15,1,1,0.0131679,0.0192806,0.750573,0.145566,0.0359744
17,1,1,0.0148039,0.0197396,0.843821,0.149031,0.0364172
18,1,1,0.0323791,0.04232,1.84561,0.319509,0.0752776
19,1,1,0.0180482,0.0219672,1.02875,0.165849,0.0360555
20,1,1,0.0145573,0.0206324,0.829765,0.155771,0.0367347
21,1,1,0.00669631,0.00975039,0.381689,0.0736139,0.0181735
22,1,1,0.00806768,0.0104755,0.459858,0.0790884,0.0186067
23,1,1,0.00688819,0.00998748,0.392627,0.0754038,0.0184981
24,1,1,0.00913257,0.0110113,0.520557,0.0831332,0.0197998
25,1,1,0.00762071,0.0102903,0.43438,0.07769,0.018196
26,1,1,0.029992,0.0340086,1.70955,0.256759,0.0566211
27,1,1,0.0128208,0.0190923,0.730784,0.144144,0.0354786
28,1,1,0.0199259,0.0291481,1.13578,0.220063,0.0554798
29,1,1,0.00871731,0.0108153,0.496887,0.0816538,0.0189421
30,1,1,0.00625633,0.00940169,0.356611,0.0709812,0.0183051
31,1,1,0.0164689,0.0209677,0.93873,0.158303,0.0384934
33,1,1,0.0076513,0.0102684,0.436124,0.0775248,0.0180966
