Attack metrics report
Dataset: spambase
Attack: deepfool
alpha=0.05, maxiters=500

Correctly-classified originals: 2058/2301
Successfully attacked (among correct): 2058/2058
ASR (among correct): 1.0000

Changed samples among correct (any feature changed): 2058/2058
Max |delta| among correct: 0.226332

Changed samples among successful attacks: 2058/2058
Max |delta| among successful attacks: 0.226332

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.0118694 median=0.00974038 min=0.00307523 max=0.107663
  RMSE : mean=0.0159367 median=0.0143408 min=0.00468755 max=0.135007
  L1   : mean=0.676558 median=0.555202 min=0.175288 max=6.13678
  L2   : mean=0.120319 median=0.108271 min=0.0353903 max=1.01928
  Linf : mean=0.028796 median=0.0266573 min=0.00850763 max=0.226332

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.0158086 adv_mean=0.0225984 mean|diff|=0.00678982 max|diff|=0.0399993
  RMSE : orig_mean=0.0514402 adv_mean=0.05078 mean|diff|=0.00256771 max|diff|=0.0290331
  L1   : orig_mean=0.901089 adv_mean=1.28811 mean|diff|=0.38702 max|diff|=2.27996
  L2   : orig_mean=0.388365 adv_mean=0.383381 mean|diff|=0.0193858 max|diff|=0.219195
  Linf : orig_mean=0.281171 adv_mean=0.269276 mean|diff|=0.01652 max|diff|=0.110719

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.0158086 adv_mean=0.0225984 mean|diff|=0.00678982 max|diff|=0.0399993
  RMSE : orig_mean=0.0514402 adv_mean=0.05078 mean|diff|=0.00256771 max|diff|=0.0290331
  L1   : orig_mean=0.901089 adv_mean=1.28811 mean|diff|=0.38702 max|diff|=2.27996
  L2   : orig_mean=0.388365 adv_mean=0.383381 mean|diff|=0.0193858 max|diff|=0.219195
  Linf : orig_mean=0.281171 adv_mean=0.269276 mean|diff|=0.01652 max|diff|=0.110719

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
1,1,1,0.00868057,0.0106396,0.494793,0.0803272,0.0179559
3,1,1,0.0182876,0.021525,1.04239,0.16251,0.0384998
4,1,1,0.00731709,0.00996369,0.417074,0.0752242,0.0182327
5,1,1,0.0149458,0.0205852,0.851908,0.155415,0.0362854
6,1,1,0.00623793,0.00946068,0.355562,0.0714266,0.0181697
7,1,1,0.013611,0.0196592,0.775828,0.148424,0.0361233
8,1,1,0.00419135,0.00535105,0.238907,0.0403996,0.00930837
9,1,1,0.00430827,0.00544732,0.245572,0.0411263,0.00933536
10,1,1,0.00372584,0.00498922,0.212373,0.0376678,0.00907399
11,1,1,0.012889,0.019268,0.734672,0.14547,0.036129
12,1,1,0.00366261,0.00505971,0.208769,0.0382,0.0093592
13,1,1,0.00847072,0.0105071,0.482831,0.0793265,0.018556
14,1,1,0.0127753,0.0161736,0.728191,0.122108,0.028509
15,1,1,0.00987917,0.0144581,0.563112,0.109156,0.027132
17,1,1,0.011489,0.0151172,0.654874,0.114132,0.0273535
18,1,1,0.0284748,0.0371095,1.62306,0.280171,0.0662389
19,1,1,0.0139043,0.0168536,0.792543,0.127242,0.0270401
20,1,1,0.0109151,0.0154706,0.62216,0.1168,0.0276095
21,1,1,0.00671555,0.00975967,0.382786,0.0736839,0.0183265
22,1,1,0.00414401,0.00531454,0.236209,0.0401239,0.00930336
23,1,1,0.00688819,0.00998748,0.392627,0.0754038,0.0184981
24,1,1,0.00941403,0.011213,0.5366,0.0846561,0.0186688
25,1,1,0.00762692,0.0102767,0.434734,0.0775871,0.0182428
26,1,1,0.0252896,0.0286473,1.44151,0.216282,0.047849
27,1,1,0.00965579,0.0143707,0.55038,0.108497,0.0266896
28,1,1,0.0199259,0.0291481,1.13578,0.220063,0.0554798
29,1,1,0.00449764,0.00552357,0.256366,0.041702,0.00947107
30,1,1,0.00312816,0.00470085,0.178305,0.0354906,0.00915257
31,1,1,0.0124671,0.0158067,0.710627,0.119338,0.0298173
33,1,1,0.0076513,0.0102684,0.436124,0.0775248,0.0180966
35,1,1,0.00996607,0.0146173,0.568066,0.110358,0.027123
36,1,1,0.0235309,0.0272228,1.34126,0.205528,0.0537641
37,1,1,0.0127537,0.0183211,0.72696,0.138321,0.0357278
38,1,1,0.0105701,0.0150413,0.602498,0.11356,0.0274925
39,1,1,0.0128819,0.0192338,0.73427,0.145212,0.0367065
40,1,1,0.00987107,0.0144743,0.562651,0.109278,0.0272036
41,1,1,0.00713107,0.0100026,0.406471,0.0755176,0.0181686
42,1,1,0.017449,0.0221814,0.994592,0.167466,0.0370404
43,1,1,0.00357419,0.00509848,0.203729,0.0384927,0.00924905
44,1,1,0.00634888,0.00950737,0.361886,0.0717791,0.0180966
45,1,1,0.017889,0.0221773,1.01967,0.167435,0.0362173
46,1,1,0.0144879,0.0199507,0.825808,0.150624,0.0364012
47,1,1,0.00509182,0.0058729,0.290234,0.0443394,0.00962861
48,1,1,0.0105912,0.0144295,0.603696,0.108941,0.0257029
49,1,1,0.00666965,0.00986775,0.38017,0.0744999,0.018497
50,1,1,0.00974046,0.0145922,0.555206,0.110169,0.0274237
51,1,1,0.0284325,0.0370719,1.62065,0.279887,0.066279
52,1,1,0.00775965,0.0103558,0.4423,0.0781842,0.0180956
53,1,1,0.00665241,0.00978241,0.379187,0.0738556,0.0181828
54,1,1,0.00725156,0.0101619,0.413339,0.0767209,0.0180966
