Attack metrics report
Dataset: spambase
Attack: pgd
epsilon=0.3

Correctly-classified originals: 2058/2301
Successfully attacked (among correct): 2058/2058
ASR (among correct): 1.0000

Changed samples among correct (any feature changed): 2058/2058
Max |delta| among correct: 0.3

Changed samples among successful attacks: 2058/2058
Max |delta| among successful attacks: 0.3

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.1746 median=0.172934 min=0.162959 max=0.217542
  RMSE : mean=0.225714 median=0.225177 min=0.218422 max=0.253698
  L1   : mean=9.95221 median=9.85724 min=9.28867 max=12.3999
  L2   : mean=1.7041 median=1.70005 min=1.64905 max=1.91538
  Linf : mean=0.3 median=0.3 min=0.3 max=0.3

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.0158086 adv_mean=0.170327 mean|diff|=0.154518 max|diff|=0.168421
  RMSE : orig_mean=0.0514402 adv_mean=0.230878 mean|diff|=0.179438 max|diff|=0.224781
  L1   : orig_mean=0.901089 adv_mean=9.70861 mean|diff|=8.80752 max|diff|=9.6
  L2   : orig_mean=0.388365 adv_mean=1.74309 mean|diff|=1.35473 max|diff|=1.69706
  Linf : orig_mean=0.281171 adv_mean=0.443508 mean|diff|=0.216472 max|diff|=0.3

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.0158086 adv_mean=0.170327 mean|diff|=0.154518 max|diff|=0.168421
  RMSE : orig_mean=0.0514402 adv_mean=0.230878 mean|diff|=0.179438 max|diff|=0.224781
  L1   : orig_mean=0.901089 adv_mean=9.70861 mean|diff|=8.80752 max|diff|=9.6
  L2   : orig_mean=0.388365 adv_mean=1.74309 mean|diff|=1.35473 max|diff|=1.69706
  Linf : orig_mean=0.281171 adv_mean=0.443508 mean|diff|=0.216472 max|diff|=0.3

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
1,1,1,0.176283,0.223598,10.0481,1.68812,0.3
3,1,1,0.184682,0.225129,10.5269,1.69969,0.3
4,1,1,0.169526,0.224826,9.66298,1.6974,0.3
5,1,1,0.180727,0.229236,10.3014,1.73069,0.3
6,1,1,0.168421,0.224781,9.6,1.69706,0.3
7,1,1,0.179005,0.230941,10.2033,1.74356,0.3
8,1,1,0.170735,0.222679,9.73188,1.68119,0.3
9,1,1,0.170332,0.221461,9.7089,1.67199,0.3
10,1,1,0.168994,0.221061,9.63265,1.66897,0.3
11,1,1,0.172967,0.227385,9.8591,1.71672,0.3
12,1,1,0.172297,0.225636,9.8209,1.70352,0.3
13,1,1,0.173564,0.222771,9.89315,1.68189,0.3
14,1,1,0.175105,0.221821,9.98096,1.67471,0.3
15,1,1,0.171184,0.225381,9.75747,1.70159,0.3
17,1,1,0.170791,0.224885,9.73511,1.69785,0.3
18,1,1,0.186259,0.233105,10.6167,1.7599,0.3
19,1,1,0.181021,0.226677,10.3182,1.71137,0.3
20,1,1,0.172787,0.225553,9.84883,1.70289,0.3
21,1,1,0.169858,0.225042,9.68193,1.69903,0.3
22,1,1,0.169651,0.221554,9.67008,1.67269,0.3
23,1,1,0.172261,0.2263,9.8189,1.70853,0.3
24,1,1,0.178682,0.222976,10.1849,1.68344,0.3
25,1,1,0.170868,0.22494,9.7395,1.69826,0.3
26,1,1,0.191134,0.229248,10.8946,1.73078,0.3
27,1,1,0.173684,0.228266,9.9,1.72337,0.3
28,1,1,0.163158,0.221241,9.3,1.67033,0.3
29,1,1,0.168301,0.219608,9.59315,1.658,0.3
30,1,1,0.168421,0.224781,9.6,1.69706,0.3
31,1,1,0.177927,0.224779,10.1418,1.69705,0.3
33,1,1,0.17186,0.225104,9.79603,1.6995,0.3
35,1,1,0.172634,0.226305,9.84015,1.70856,0.3
36,1,1,0.190651,0.227401,10.8671,1.71684,0.3
37,1,1,0.168213,0.222764,9.58815,1.68183,0.3
38,1,1,0.173452,0.225908,9.88675,1.70557,0.3
39,1,1,0.173684,0.228266,9.9,1.72337,0.3
40,1,1,0.169833,0.225033,9.6805,1.69896,0.3
41,1,1,0.172267,0.225542,9.81921,1.7028,0.3
42,1,1,0.180797,0.227187,10.3054,1.71522,0.3
43,1,1,0.169805,0.224888,9.67891,1.69787,0.3
44,1,1,0.170201,0.225182,9.70143,1.70008,0.3
45,1,1,0.185398,0.228804,10.5677,1.72743,0.3
46,1,1,0.175432,0.226891,9.99964,1.71299,0.3
47,1,1,0.173856,0.221736,9.90977,1.67407,0.3
48,1,1,0.173544,0.223792,9.892,1.68959,0.3
49,1,1,0.172729,0.227122,9.84556,1.71473,0.3
50,1,1,0.172837,0.227239,9.8517,1.71562,0.3
51,1,1,0.185844,0.23253,10.5931,1.75556,0.3
52,1,1,0.172698,0.225367,9.8438,1.70148,0.3
53,1,1,0.168883,0.224808,9.6263,1.69726,0.3
54,1,1,0.170592,0.225031,9.72377,1.69895,0.3
55,1,1,0.168421,0.224781,9.6,1.69706,0.3
56,1,1,0.171739,0.225094,9.78911,1.69943,0.3
57,1,1,0.177041,0.226908,10.0913,1.71312,0.3
58,1,1,0.16923,0.224863,9.64609,1.69768,0.3
59,1,1,0.176648,0.223034,10.069,1.68387,0.3
60,1,1,0.173684,0.228266,9.9,1.72337,0.3
61,1,1,0.181433,0.22742,10.3417,1.71698,0.3
